Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Delta 15 N (o/oo),Delta 13 C (o/oo),Island,Clutch Completion,Sex
-0.5208740541938189,0.48902427281560745,0.2978102528946644,0.1377933519151258,0.2138086610454099,-0.2213654111107525,1.1545209208707046,-0.3387354025477872,-0.831795137231877
1.1865290914439692,-0.712914903743236,1.5121617602887842,1.9957659329519053,-0.04558689642716278,-0.2637508434175165,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
-0.5575924014118364,-0.16202611448709917,-0.7022439296651991,-0.6310228885138864,0.04903722789546424,-0.25943371414572186,-1.7397619406669143,-0.3387354025477872,0.9496873614064738
-0.09861306118662438,-1.3639652910459417,1.226431993843109,0.5222014721296319,-0.08267029615292198,-0.29331144205303533,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
0.6541130567827236,-1.4641268890925123,0.5835400193403396,0.5222014721296319,0.004977852706214397,-0.4160567146913659,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
1.204888265052978,-0.9633188988596614,1.0835671106202713,1.03474563241564,-0.07589917076256669,-0.2930399630019014,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
0.8193456192637997,-1.263803692999372,0.8692697857860149,2.123901973023407,-0.3118144806631854,-0.14925608449861497,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
2.196283639939436,-0.061864516440529316,1.9407564099572971,1.8035618728446523,-0.03997289712559222,-0.32765660381530876,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
0.6541130567827236,-1.564288487139082,0.7978373441745961,0.8745755823262625,-0.14233703231961553,-0.30354599816120337,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
-1.5122694290802767,-0.061864516440529316,-0.8451088128880367,-1.0794990287641435,0.32131619402164147,0.17267316383721765,-1.7397619406669143,-0.3387354025477872,0.9496873614064738
-0.5208740541938189,0.23862027769918198,-1.3451359041679685,-1.2717030888713967,-4.641791377874611,5.051762030283071,-1.7397619406669143,-0.3387354025477872,0.9496873614064738
0.3970846262566051,-1.0133996978829463,1.0121346690088526,1.162881672487142,-0.3026626652337021,-0.13864390715390681,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
-0.6310290958478701,0.38886267476903585,-0.9879736961108744,-1.2717030888713967,-0.1675446642920533,-0.15216070622616204,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
0.9478598345268596,-1.163642094952801,1.3692968770659466,1.226949692522893,-0.26938283308208355,-0.3847692643471287,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
0.5623171887376812,0.08837788062932632,-1.130838579333712,-0.6310228885138864,0.1862314120107719,-0.011477404254249377,1.1545209208707046,-0.3387354025477872,0.9496873614064738
0.8193456192637997,-0.4124301096035246,1.3692968770659466,1.5472897927016482,-0.1923425961182214,-0.43114931697772335,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
-0.6677474430658876,0.6893474689087471,-0.34508172160810496,0.2018613719508768,0.005863690860309274,-0.2576986976535119,1.1545209208707046,-0.3387354025477872,-0.831795137231877
-1.3470368665992005,0.6392666698854613,-1.2022710209451308,-0.919328978674766,0.16799975550182478,-0.2207693819157815,1.1545209208707046,-0.3387354025477872,0.9496873614064738
1.149810744225953,-1.4140460900692267,1.226431993843109,1.9316979129161544,-0.270069357651506,-0.12827463211810763,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
1.1865290914439692,-0.9132380998363756,1.6550266435116219,1.7394938528089012,0.20068164689942988,-0.41832856569822446,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
-0.9064166999829973,0.18853947867589615,-1.0594061377222932,-0.8232269486211395,0.10408099619547974,-0.27001935594407883,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
0.029901154076435503,1.290317057188168,-0.34508172160810496,0.26592939198662785,0.47237374524851944,0.04532499450484677,1.1545209208707046,-0.3387354025477872,-0.831795137231877
-1.0716492624640734,0.739428267932033,-0.7736763712766179,-0.6310228885138864,-0.15570211546950916,-0.3575825765121284,1.1545209208707046,-0.3387354025477872,0.9496873614064738
2.0494102510673686,-0.5626725066733803,2.083621293180135,2.123901973023407,-0.16634878278402646,-0.29241739826057844,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
1.4251983483610804,1.5908018513278792,-0.4879466048309426,-0.5349208584602599,0.1680163649672134,0.0737935533482097,1.1545209208707046,-0.3387354025477872,-0.831795137231877
0.8193456192637997,-1.3639652910459417,0.15494536967182676,0.5542354821475074,-0.12079455570974255,-0.2838647875519181,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
1.0763740497899181,-0.16202611448709917,2.083621293180135,1.9316979129161544,0.04798529508747811,-0.396528593772569,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
-1.4755510818622606,1.0399130620717425,-0.8451088128880367,-0.5028868484423844,0.4644344207924527,-0.058318767152183856,-0.2926205098981048,-0.3387354025477872,0.9496873614064738
0.7642680984367748,-1.0133996978829463,0.5835400193403396,1.6754258327731502,0.040627301920035136,-0.30160890327754736,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
2.8755730634727503,-0.061864516440529316,2.083621293180135,2.3801740531664115,-0.3408090707443742,-0.1904576231989286,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
1.1130923970079356,-0.9132380998363756,1.3692968770659466,1.7394938528089012,-0.043654661953545636,-0.09004507460915592,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
1.3517616539250454,1.3904786552347377,-0.20221683838526736,-0.6310228885138864,0.2279986809763028,0.0792292579585107,1.1545209208707046,-0.3387354025477872,-0.831795137231877
-0.686106616674895,1.4906402532813094,-0.059351955162429706,-0.2786487783172558,0.3188912120748095,-0.3218922666694238,1.1545209208707046,-0.3387354025477872,-0.831795137231877
0.9662190081358684,-0.9633188988596614,1.4407293186773655,2.7005141533451664,-0.06103369923917713,-0.051572614791295275,-0.2926205098981048,-0.3387354025477872,-0.831795137231877
-0.20876810284067554,0.6893474689087471,-0.4165141632195238,0.07372533187937477,-0.04689350770445113,-0.33492530231973344,-1.7397619406669143,-0.3387354025477872,-0.831795137231877
-0.3556414917127429,1.5407210523045933,-0.7736763712766179,0.07372533187937477,0.4150267977478602,-0.07034957562875813,-1.7397619406669143,-0.3387354025477872,-2.6132776358702277
